t,X,Y,Z,p
195.0,969766.4281738804,5624400.362027071,2846850.4777063057,20803554.249806494
200.0,969753.501276383,5624404.24630879,2846847.2071514237,20801977.276052162
205.0,969740.4548510064,5624408.999233189,2846842.2610973865,20800404.723483156
210.0,969727.8119194737,5624414.530617677,2846835.63954202,20798834.804303773
215.0,969716.0560070329,5624420.674078554,2846827.506492081,20797268.343625322
220.0,969705.5838125369,5624427.203317796,2846818.1739095226,20795706.88004494
225.0,969696.6663771605,5624433.85427456,2846808.07117502,20794149.30638429
230.0,969689.422552724,5624440.350973132,2846797.703057701,20792595.448053326
235.0,969683.807366822,5624446.432537124,2846787.6003051237,20791046.72219706
240.0,969679.6164239476,5624451.878725582,2846778.2676900183,20789502.645817604
245.0,969676.5059121551,5624456.531491329,2846770.1345992996,20787963.47603649
250.0,969674.0262571523,5624460.310451274,2846763.5130021963,20786428.19081827
255.0,969671.666129678,5624463.220754362,2846758.5669119814,20784898.423096832
260.0,969668.9024983405,5624465.352577082,2846755.2963308287,20783372.246561736
265.0,969665.2518281577,5624466.872295965,2846753.537249453,20781851.201263886
270.0,969660.317412833,5624468.006201287,2846752.977701606,20780332.790157467
275.0,969653.8282073046,5624469.018346212,2846753.1883018096,20778819.09519819
280.0,969645.6653592648,5624470.1846996965,2846753.6642769338,20777308.125656072
285.0,969635.8738426759,5624471.766133191,2846753.874877125,20775800.02687584
290.0,969624.6580547598,5624473.982885322,2846753.315329295,20774295.739436843
295.0,969612.3618077636,5624476.993004004,2846751.556247615,20772793.646596827
300.0,969599.4346743015,5624480.876876172,2846748.2856644588,20771294.610503282
305.0,969586.3879806777,5624485.62935934,2846743.3395676618,20769799.726471275
310.0,969573.7447557412,5624491.160285242,2846736.7179550524,20768307.37226841
315.0,969561.9885343292,5624497.303286206,2846728.584834803,20766819.664915435
320.0,969551.5160264069,5624503.832080361,2846719.252171564,20765335.97038842
325.0,969542.5982846981,5624510.482621571,2846709.149349724,20763855.755319897
330.0,969535.3541718771,5624516.978945931,2846698.7811427717,20762380.5845017
335.0,969529.7387246359,5624523.060184823,2846688.678302858,20760910.27074877
340.0,969525.547553918,5624528.506100254,2846679.345607073,20759443.798682254
345.0,969522.4368509486,5624533.158642907,2846671.212446047,20757982.956315547
350.0,969519.9570410174,5624536.937422663,2846664.5907917004,20756526.82464468
355.0,969517.596790898,5624539.847577244,2846659.644658728,20755074.367889408
360.0,969514.8330620729,5624541.97926881,2846656.3740493017,20753627.42935793
365.0,969511.1823099707,5624543.498857868,2846654.6149527193,20752183.09054885
370.0,969506.2478171837,5624544.632618535,2846654.055400036,20750743.498080235
375.0,969499.7585271009,5624545.644589274,2846654.2660020594,20749307.576081656
380.0,969491.5955765608,5624546.810727227,2846654.7419812987,20747875.14887147
385.0,969481.8039304287,5624548.391896074,2846654.95258331,20746445.65361881
390.0,969470.5879794762,5624550.608331485,2846654.3930306425,20745019.23873381
395.0,969458.2915327791,5624553.618083515,2846652.633933756,20743594.951461866
400.0,969445.364163369,5624557.501546121,2846649.3633223264,20742175.731400378
405.0,969432.3172015159,5624562.253588047,2846644.417182772,20740758.576791108
410.0,969419.6736831956,5624567.7840553485,2846637.79551292,20739345.34665883
415.0,969407.9171528326,5624573.926596385,2846629.6623223634,20737935.684476994
420.0,969397.4443315044,5624580.454945439,2846620.3295784467,20736530.489074953
425.0,969388.5262834823,5624587.105071078,2846610.226669272,20735129.275560934
430.0,969381.2818822946,5624593.601021215,2846599.858372692,20733732.756225787
435.0,969375.6661737302,5624599.681934998,2846589.7554454445,20732340.658041313
440.0,969371.4747751821,5624605.12757739,2846580.4226689823,20730953.7337741
445.0,969368.3638810464,5624609.779896938,2846572.2894376493,20729571.838239614
450.0,969365.8839161964,5624613.5584964985,2846565.6677260627,20728193.99917058
455.0,969363.5235434396,5624616.468502567,2846560.721550334,20726821.18510819
460.0,969360.7597171323,5624618.600062975,2846557.4509126362,20725451.908814706
465.0,969357.108883117,5624620.119522204,2846555.6918008467,20724086.94169832
470.0,969352.1743128732,5624621.253138213,2846555.1322433264,20722726.012671124
475.0,969345.6849382428,5624622.264934761,2846555.342847171,20721369.500342235
480.0,969337.5218852104,5624623.430857174,2846555.818830525,20720015.326095626
485.0,969327.730109545,5624625.011761369,2846556.0294343564,20718664.464290522
490.0,969316.5139955682,5624627.227880054,2846555.469876852,20717316.683270045
495.0,969304.2173491843,5624630.237265421,2846553.7107647583,20715972.16884839
500.0,969291.2897438435,5624634.120318455,2846550.440125057,20714631.275471073
505.0,969278.24251378,5624638.871919123,2846545.4939427464,20713293.336876687
510.0,969265.5987020954,5624644.401927813,2846538.872215655,20711959.366320916
515.0,969253.8418628016,5624650.544008906,2846530.7389547927,20710630.22870295
520.0,969243.3687280872,5624657.071912844,2846521.4061302016,20709302.86629961
525.0,969234.4503737714,5624663.721622899,2846511.303133695,20707982.05444423
530.0,969227.2056842349,5624670.2171988,2846500.9347474887,20706664.280925848
535.0,969221.5897143623,5624676.29778746,2846490.8317329106,20705352.031286143
540.0,969217.3980879978,5624681.743156802,2846481.4988757763,20704044.2943123
545.0,969214.287002708,5624686.395253238,2846473.3655741382,20702741.09702221
550.0,969211.8068829479,5624690.173672597,2846466.7438053126,20701443.18680266
555.0,969209.4463875608,5624693.0835301485,2846461.797586829,20700149.65665053
560.0,969206.6824637776,5624695.214959392,2846458.52692086,20698860.30193845
565.0,969203.0315478544,5624696.734288788,2846456.767793865,20697574.942267045
570.0,969198.0969001595,5624697.867760136,2846456.2082315073,20696293.175486293
575.0,969191.6074409878,5624698.879382486,2846456.4188371724,20695015.44669363
580.0,969183.4442854716,5624700.045089357,2846456.8948246413,20693741.195849527
585.0,969173.6523802831,5624701.625728894,2846457.105430293,20692469.874249157
590.0,969162.4361032944,5624703.841530843,2846456.545867952,20691202.3088926
595.0,969150.1392572387,5624706.850549538,2846454.7867406523,20689937.454115693
600.0,969137.2114159832,5624710.733192988,2846451.51607268,20688675.67670432
605.0,969124.1639177285,5624715.484352388,2846446.569847615,20687417.84422277
610.0,969111.5198126987,5624721.01390245,2846439.948063286,20686163.57924312
615.0,969099.7626644948,5624727.155523583,2846431.8147321194,20684912.906671092
620.0,969089.2892164143,5624733.682982392,2846422.4818268567,20683667.398695204
625.0,969080.370555824,5624740.33227685,2846412.3787430217,20682425.02137832
630.0,969073.125577956,5624746.827478499,2846402.0102671944,20681188.199983053
635.0,969067.509346792,5624752.9077420235,2846391.9071652875,20679955.353168722
640.0,969063.3174926244,5624758.352838309,2846382.574227482,20678727.396848857
645.0,969060.2062161908,5624763.004711623,2846374.4408555427,20677504.933225024
650.0,969057.7259415302,5624766.782950773,2846367.8190294807,20676285.996823516
655.0,969055.36532352,5624769.692659799,2846362.872768244,20675073.200992543
660.0,969052.6013022672,5624771.823957878,2846359.602074004,20673863.91853312
665.0,969048.9503044414,5624773.343157435,2846357.842931805,20672658.239079393
670.0,969044.0155793013,5624774.476484118,2846357.28336461,20671456.455218416
675.0,969037.526035595,5624775.4879322685,2846357.493972095,20670258.338961415
680.0,969029.3627776031,5624776.6534235915,2846357.9699636777,20669064.322412558
685.0,969019.5707429014,5624778.233798461,2846358.1805711514,20667873.918805026
690.0,969008.354302913,5624780.449283666,2846357.6210039724,20666685.186221432
695.0,968996.0572571999,5624783.457935679,2846355.8618614683,20665500.55352428
700.0,968983.1291800471,5624787.340169533,2846352.591165225,20664319.69648851
705.0,968970.0814136188,5624792.090887651,2846347.6448974074,20663141.804317575
710.0,968957.4370152649,5624797.619979071,2846341.0230558417,20661968.08697551
715.0,968945.6795581705,5624803.761140235,2846332.889654375,20660797.940334875
720.0,968935.2057967443,5624810.288153897,2846323.5566684436,20659632.644925307
725.0,968926.286829898,5624816.9370327415,2846313.4534972827,20658470.41017494
730.0,968919.0415637168,5624823.431860128,2846303.0849318365,20657314.695928782
735.0,968913.4250712772,5624829.511798508,2846292.9817426037,20656161.76189232
740.0,968909.2329893194,5624834.956621722,2846283.6487241313,20655015.147015736
745.0,968906.1215217542,5624839.608271908,2846275.5152818924,20653872.363392845
750.0,968903.6410922016,5624843.386330841,2846268.8933985964,20652735.034617513
755.0,968901.2803515756,5624846.295891338,2846263.947094608,20651601.308481965
760.0,968898.5162328596,5624848.427058245,2846260.6763720983,20650473.288950283
765.0,968894.8651531369,5624849.946127961,2846258.917214694,20649348.06434076
770.0,968889.9303505571,5624851.079309975,2846258.357642663,20648227.391872905
775.0,968883.4407223228,5624852.090583923,2846258.568251969,20647109.89519831
780.0,968875.2773618632,5624853.255859689,2846259.044247665,20645995.595705763
785.0,968865.4851976584,5624854.835969887,2846259.254856958,20644884.78680705
790.0,968854.2685946828,5624857.051138341,2846258.6952849436,20643778.253885195
795.0,968841.9713493272,5624860.059423661,2846256.936127235,20642673.987693097
800.0,968829.043036293,5624863.941247908,2846253.6654027225,20641573.744176038
805.0,968815.99500171,5624868.69152473,2846248.719092153,20640476.730081078
810.0,968803.3503100509,5624874.220157495,2846242.0971933543,20639384.014674705
815.0,968791.5925440869,5624880.360858672,2846233.9637215887,20638294.86453619
820.0,968781.118469335,5624886.887427174,2846224.630654991,20637209.379427657
825.0,968772.1991962526,5624893.535890393,2846214.527396508,20636129.792195316
830.0,968764.953641776,5624900.030343504,2846204.158741445,20635054.33971104
835.0,968759.3368880756,5624906.109956725,2846194.0554648917,20633983.235282425
840.0,968755.1445783423,5624911.55450686,2846184.7223657533,20632916.831862275
845.0,968752.0329196558,5624916.205933907,2846176.5888532167,20631855.33270044
850.0,968749.5523352207,5624919.983812617,2846169.9669126887,20630798.87395775
855.0,968747.1914719859,5624922.893224578,2846165.02056595,20629746.376874708
860.0,968744.4272558128,5624925.0242603095,2846161.749815172,20628698.48655812
865.0,968740.7760941987,5624926.543200181,2846159.990642564,20627655.302324705
870.0,968735.8412141849,5624927.676237522,2846159.4310656963,20626615.1261977
875.0,968729.3515014296,5624928.687337262,2846159.6416768217,20625578.776866414
880.0,968721.1880385102,5624929.852397467,2846160.117676633,20624545.81131575
885.0,968711.3957448127,5624931.432242986,2846160.3282877463,20623516.643537164
890.0,968700.178978862,5624933.647094681,2846159.768710895,20622490.88190042
895.0,968687.8815338784,5624936.655013299,2846158.0095379823,20621468.002902497
900.0,968674.95298498,5624940.536427926,2846154.7387852017,20620448.343634497
905.0,968661.9046822608,5624945.28626344,2846149.7924318817,20619432.822396513
910.0,968649.2596973166,5624950.8144375365,2846143.1704758513,20618421.201233976
915.0,968637.5016225027,5624956.9546787115,2846135.0369337895,20617412.90022707
920.0,968627.0272344457,5624963.48080204,2846125.7037865287,20616411.014945764
925.0,968618.1076551463,5624970.128849617,2846115.6004407257,20615411.054512464
930.0,968610.8618123912,5624976.622928439,2846105.23169605,20614416.959163487
935.0,968605.2447974469,5624982.702216488,2846095.1283321767,20613427.516845785
940.0,968601.0522599508,5624988.146493536,2846085.795152377,20612443.217356153
945.0,968597.9404101545,5624992.797697435,2846077.661569547,20611464.02377779
950.0,968595.4596708459,5624996.575395917,2846071.039571788,20610488.770826895
955.0,968593.0986850105,5624999.4846593365,2846066.0931822998,20609517.377575926
960.0,968590.3343713856,5625001.615563887,2846062.822403255,20608550.337426525
965.0,968586.6831278859,5625003.134373909,2846061.063215443,20607588.58949983
970.0,968581.748170444,5625004.267266573,2846060.503633739,20606630.797711574
975.0,968575.2583731741,5625005.2781921,2846060.7142466856,20605675.871832095
980.0,968567.0948078028,5625006.443036742,2846061.19025061,20604724.52119056
985.0,968557.3023846224,5625008.022617574,2846061.4008635436,20603776.717455912
990.0,968546.0854557088,5625010.237152501,2846060.841281857,20602831.7927434
995.0,968533.787811112,5625013.244704407,2846059.08209374,20601891.18640654
1000.0,968520.8590263664,5625017.125709403,2846055.811312692,20600953.37159947
1005.0,968507.8104555295,5625021.875103597,2846050.8649166236,20600019.880317234
1010.0,968495.1651773195,5625027.40281901,2846044.2429033625,20599089.135550942
1015.0,968483.4067936764,5625033.54260017,2846036.109291008,20598163.712618925
1020.0,968472.932092334,5625040.068278307,2846026.776063087,20597242.45188212
1025.0,968464.0122068371,5625046.715910234,2846016.6726299673,20596325.842540298
1030.0,968456.7660758216,5625053.20961475,2846006.3037956813,20595412.792413175
1035.0,968451.1487996487,5625059.288577619,2845996.200344493,20594505.816762418
1040.0,968446.9560344036,5625064.732581563,2845986.8670840333,20593603.377628814
1045.0,968443.8439935092,5625069.38356231,2845978.7334309113,20592705.400249314
1050.0,968441.3630993359,5625073.161080553,2845972.1113759237,20591811.950468384
1055.0,968439.0019909064,5625076.070195428,2845967.164943688,20590924.056597475
1060.0,968436.2375798369,5625078.2009687945,2845963.8941363767,20590039.62153915
1065.0,968432.5862544564,5625079.719648962,2845962.1349333613,20589158.792502075
1070.0,968427.6512195923,5625080.8523969455,2845961.5753468224,20588282.354901634
1075.0,968421.1613378144,5625081.863148255,2845961.785961588,20587409.552349295
1080.0,968412.9976699995,5625083.027777325,2845962.261969627,20586539.709077
1085.0,968403.2051173459,5625084.607093466,2845962.4725843812,20585674.397275385
1090.0,968391.9880254824,5625086.821311617,2845961.9129978577,20584811.303391784
1095.0,968379.6901812869,5625089.8284968,2845960.153794538,20583953.17971784
1100.0,968366.7611607106,5625093.709092157,2845956.882985223,20583097.13262929
1105.0,968353.7123217743,5625098.458045014,2845951.9365464067,20582245.03480593
1110.0,968341.0667503187,5625103.985301731,2845945.3144759187,20581397.742419597
1115.0,968329.3080578664,5625110.12462286,2845937.1807932737,20580554.40599463
1120.0,968318.8330432588,5625116.649855793,2845927.8474846943,20579714.923603542
1125.0,968309.9128515831,5625123.29707205,2845917.7439642614,20578880.530382898
1130.0,968302.6664323256,5625129.790402252,2845907.3750403686,20578050.177759986
1135.0,968297.0488949395,5625135.869039927,2845897.271501868,20577225.355367474
1140.0,968292.8559019592,5625141.3127707625,2845887.9381607515,20576405.852104742
1145.0,968289.7436699776,5625145.9635283435,2845879.8044373393,20575589.45693938
1150.0,968287.2626209492,5625149.7408663435,2845873.182325126,20574779.393018216
1155.0,968284.9013899331,5625152.649832667,2845868.235850145,20573972.3510752
1160.0,968282.1368814243,5625154.780474843,2845864.965014568,20573170.858639315
1165.0,968278.4854741695,5625156.299025155,2845863.20579635,20572372.61965829
1170.0,968273.5503618885,5625157.431628454,2845862.6462049745,20571578.085685737
1175.0,968267.060395609,5625158.442205542,2845862.8568215608,20570787.421425603
1180.0,968258.8966253591,5625159.606619038,2845863.3328337125,20570000.65152728
1185.0,968249.1039432427,5625161.185670477,2845863.543450286,20569217.58085746
1190.0,968237.8866884408,5625163.399571843,2845862.983858928,20568437.57761202
1195.0,968225.5886446609,5625166.406390295,2845861.2246404057,20567660.791601762
1200.0,968212.6593882708,5625170.286575997,2845857.953802825,20566888.199257705
1205.0,968199.6102812542,5625175.035087508,2845853.0073212637,20566118.75204746
1210.0,968186.9644165724,5625180.561885513,2845846.38519355,20565353.40793326
1215.0,968175.2054153315,5625186.700746599,2845838.2514406163,20564592.563658815
1220.0,968164.7300874788,5625193.225534313,2845828.918051382,20563836.852460664
1225.0,968155.8095896437,5625199.872334886,2845818.814443638,20563084.48231381
1230.0,968148.5628821616,5625206.36529076,2845808.4454301423,20562337.420638774
1235.0,968142.9450835786,5625212.44360323,2845798.3418043307,20561594.977275345
1240.0,968138.7518628762,5625217.887060945,2845789.00838256,20560857.933840375
1245.0,968135.6394398186,5625222.537595352,2845780.874588862,20560124.368767492
1250.0,968133.1582359438,5625226.314753101,2845774.252419424,20559397.41289777
1255.0,968130.7968823487,5625229.223570868,2845769.3059016983,20558673.27818967
1260.0,968128.0322764072,5625231.3540818505,2845766.035037856,20557953.88822114
1265.0,968124.380787283,5625232.872502301,2845764.2758044368,20557238.462761346
1270.0,968119.4455975912,5625234.00496091,2845763.7162082256,20556527.630642265
1275.0,968112.9555468165,5625235.015363773,2845763.9268266317,20555819.986336514
1280.0,968104.7916741392,5625236.179561689,2845764.4028428975,20555115.63385117
1285.0,968094.99886257,5625237.758348423,2845764.613461292,20554413.655603517
1290.0,968083.7814448423,5625239.971932996,2845764.053865097,20553717.010930575
1295.0,968071.4832014929,5625242.978384706,2845762.2946313727,20553022.68670821
1300.0,968058.5537093059,5625246.8581607435,2845759.023765528,20552333.053010818
1305.0,968045.5043342272,5625251.606230894,2845754.0772412224,20551646.57512259
1310.0,968032.8581763392,5625257.132570175,2845747.4550562836,20550964.43097781
1315.0,968021.09886633,5625263.2709712,2845739.3212330644,20550286.74500352
1320.0,968010.623225252,5625269.7953136815,2845729.987763178,20549613.645362787
1325.0,968001.7024212772,5625276.441698558,2845719.8840681277,20548944.90294054
1330.0,967994.455425588,5625282.934280089,2845709.5149650313,20548280.901689593
1335.0,967988.8373658236,5625289.012267341,2845699.4112519133,20547621.447377313
1340.0,967984.643917413,5625294.455451925,2845690.077749491,20546967.725543424
1345.0,967981.5313032907,5625299.105763153,2845681.943885508,20546317.919487167
1350.0,967979.0499445788,5625302.882740644,2845675.3216588483,20545672.758817863
1355.0,967976.6884684119,5625305.791409848,2845670.375098379,20545031.635974288
1360.0,967973.9237650429,5625307.921789632,2845667.104206274,20544395.38477321
1365.0,967970.2721940556,5625309.440080217,2845665.3449576525,20543763.635362916
1370.0,967965.3369269582,5625310.572394134,2845664.7853566064,20543134.09481103
1375.0,967958.8467916956,5625311.582622768,2845664.9959768327,20542509.5711721
1380.0,967950.682816599,5625312.746605096,2845665.471997211,20541888.69632049
1385.0,967940.8898755872,5625314.325127118,2845665.6826174245,20541270.730943494
1390.0,967929.6722949463,5625316.538394892,2845665.123016395,20540656.839551285
1395.0,967917.373852042,5625319.54447985,2845663.363767469,20540045.608153656
1400.0,967904.4441240744,5625323.4238462085,2845660.0928733614,20539439.679679688
1405.0,967891.3944809521,5625328.171474987,2845655.1463063126,20538836.00441209
1410.0,967878.7480298772,5625333.697355528,2845648.524064153,20538236.935776014
1415.0,967866.98841112,5625339.83529648,2845640.3901706487,20537642.90893669
1420.0,967856.5124568377,5625346.359193715,2845631.0566201136,20537052.26584586
1425.0,967847.591346742,5625353.00516288,2845620.952837758,20536467.457817588
1430.0,967840.3440628636,5625359.497370055,2845610.5836450644,20535886.724505577
1435.0,967834.7257419336,5625365.575032077,2845600.4798446433,20535310.983821664
1440.0,967830.532065828,5625371.017943521,2845591.1462615733,20534739.61479795
1445.0,967827.4192606524,5625375.668031558,2845583.0123273074,20534173.670309328
1450.0,967824.937747112,5625379.444828786,2845576.390043427,20533611.862720206
1455.0,967822.5761483808,5625382.353349421,2845571.443440217,20533055.115707267
1460.0,967819.8113475912,5625384.483598002,2845568.1725198487,20532501.22318376
1465.0,967816.1596947458,5625386.001758719,2845566.413256027,20531952.41882539
1470.0,967811.2243502487,5625387.1339279385,2845565.853650145,20531406.866761357
1475.0,967804.7341305044,5625388.143982338,2845566.064272192,20530866.345761254
1480.0,967796.5700529969,5625389.307749076,2845566.5402966826,20530328.075922363
1485.0,967786.7769825524,5625390.886006379,2845566.7509187167,20529793.47221122
1490.0,967775.5592390102,5625393.098957342,2845566.1913128514,20529262.39027795
1495.0,967763.2605965657,5625396.104675539,2845564.4320487245,20528735.157038737
1500.0,967750.3306328348,5625399.98363221,2845561.161126354,20528211.922198694
1505.0,967737.2807216871,5625404.730819602,2845556.214516565,20527692.238668304
1510.0,967724.6339774458,5625410.256241391,2845549.592217185,20527176.89362833
1515.0,967712.8740499605,5625416.393722253,2845541.4582534,20526666.09724477
1520.0,967702.3977824934,5625422.917174227,2845532.1246222183,20526159.4047243
1525.0,967693.4763662964,5625429.5627276655,2845522.0207525613,20525657.868233018
1530.0,967686.2287942464,5625436.054560472,2845511.6514702733,20525160.77502257
1535.0,967680.6102121669,5625442.131897254,2845501.5475825504,20524668.34043188
1540.0,967676.41630838,5625447.574535546,2845492.213918836,20524181.25504721
1545.0,967673.303312162,5625452.224400385,2845484.0799142905,20523698.779937442
1550.0,967670.8216438028,5625456.001017341,2845477.4575731917,20523220.414312214
1555.0,967668.459922514,5625458.909389403,2845472.5109272413,20522746.905563552
1560.0,967665.69502431,5625461.039506776,2845469.239978612,20522278.152802132
1565.0,967662.043289612,5625462.55753762,2845467.4806995885,20521812.571676254
1570.0,967657.1078677216,5625463.689562141,2845466.921088872,20521350.111631654
1575.0,967650.617563502,5625464.699442301,2845467.131712738,20520893.024547353
1580.0,967642.4533835913,5625465.8629934415,2845467.6077413433,20520438.115952883
1585.0,967632.660183724,5625467.440986018,2845467.818365196,20519986.875596225
1590.0,967621.4422772931,5625469.653620167,2845467.2587544965,20519540.314530723
1595.0,967609.1434353229,5625472.65897159,2845465.4994751685,20519096.458043095
1600.0,967596.2132358452,5625476.537518562,2845462.2285245364,20518656.35621766
1605.0,967583.1630566913,5625481.284264553,2845457.2818720075,20518221.63926838
1610.0,967570.5160193023,5625486.8092275765,2845450.6595154093,20517788.828081306
1615.0,967558.7557831102,5625492.946248335,2845442.525481346,20517362.32554964
1620.0,967548.2792024785,5625499.469255033,2845433.1917695208,20516939.489339877
1625.0,967539.3574801987,5625506.114392732,2845423.087812565,20516521.159368742
1630.0,967532.1096199951,5625512.605851157,2845412.7184406864,20516108.439116113
1635.0,967526.490776782,5625518.682862685,2845402.6144656665,20515700.684175983
1640.0,967522.2966453272,5625524.125227816,2845393.280721308,20515297.13370955
1645.0,967519.1834580784,5625528.7748694485,2845385.1466464857,20514898.34965719
1650.0,967516.7016349093,5625532.551306127,2845378.52424817,20514504.07780709
1655.0,967514.3397910708,5625535.4595296085,2845373.5775594814,20514113.987328622
1660.0,967511.574795458,5625537.58951577,2845370.306582592,20513728.986253247
1665.0,967507.9229789132,5625539.107416738,2845368.547288369,20513347.293346155
1670.0,967502.9874796344,5625540.239296554,2845367.9876728174,20512968.43554051
1675.0,967496.4970909464,5625541.249002472,2845368.198298503,20512595.57891387
1680.0,967488.3328086408,5625542.412338009,2845368.674331221,20512223.79266703
1685.0,967478.5394793613,5625543.990065853,2845368.884956894,20511857.08868706
1690.0,967467.3214100536,5625546.202383176,2845368.3253413583,20511493.385686446
1695.0,967455.0223685723,5625549.207367818,2845366.566046831,20511134.22711983
1700.0,967442.0919333645,5625553.085505079,2845363.295067939,20510777.742062077
1705.0,967429.0414862223,5625557.831809659,2845358.3483726718,20510425.939671505
1710.0,967416.3941557064,5625563.356313901,2845351.7259588577,20510078.694268808
1715.0,967404.633610827,5625569.492874542,2845343.5918545183,20509735.611934684
1720.0,967394.1567170506,5625576.015435946,2845334.258062051,20509397.13663625
1725.0,967385.2346887084,5625582.660157894,2845324.1540178014,20509063.52553808
1730.0,967377.9865403688,5625589.151241923,2845313.784556334,20508733.983820498
1735.0,967372.3674360374,5625595.227928187,2845303.680494019,20508410.169359542
1740.0,967368.1730769285,5625600.670020145,2845294.346669021,20508090.675009284
1745.0,967365.0596986596,5625605.319438565,2845286.2125239237,20507776.512687463
1750.0,967362.5777206898,5625609.095694955,2845279.590068394,20507465.06605068
1755.0,967360.2157543087,5625612.003769853,2845274.643336968,20507159.574069068
1760.0,967357.4506612936,5625614.133624799,2845271.3723318186,20506858.34210597
1765.0,967353.7987629072,5625615.651395885,2845269.6130223963,20506560.70252333
1770.0,967348.8631862459,5625616.783130993,2845269.05340201,20506266.312850602
1775.0,967342.3727130964,5625617.7926626615,2845269.2640295154,20505975.611739915
1780.0,967334.2083284041,5625618.955782595,2845269.7400663462,20505689.33968877
1785.0,967324.4148697215,5625620.5332457,2845269.9506938388,20505406.44404421
1790.0,967313.19663755,5625622.745246189,2845269.391073468,20505127.05248196
1795.0,967300.8973965726,5625625.749864039,2845267.631763742,20504850.3208071
1800.0,967287.9667256514,5625629.627591576,2845264.3607565896,20504578.854112778
1805.0,967274.91601054,5625634.373454732,2845259.4140185863,20504311.313424435
1810.0,967262.2683869164,5625639.897500179,2845252.7915475583,20504048.433544807
1815.0,967250.50753337,5625646.033600689,2845244.6573729445,20503788.647224355
1820.0,967240.0303264692,5625652.5557167865,2845235.3234998393,20503534.71203597
1825.0,967231.1079920831,5625659.200022967,2845225.2193682967,20503285.56151828
1830.0,967223.8595556255,5625665.690732586,2845214.849817245,20503040.121252242
1835.0,967218.2401901915,5625671.767093574,2845204.7456676387,20502800.279909715
1840.0,967214.045603442,5625677.208912351,2845195.411762004,20502565.33927041
1845.0,967210.9320341649,5625681.858107546,2845187.2775466344,20502335.251778234
1850.0,967208.4499014028,5625685.634183643,2845180.655033892,20502108.894623
1855.0,967206.0878124869,5625688.542109952,2845175.7082597306,20501886.877415225
1860.0,967203.3226220752,5625690.671833677,2845172.4372263225,20501669.645883974
1865.0,967199.6706418531,5625692.189474879,2845170.677901701,20501455.425105453
1870.0,967194.7349878151,5625693.321065275,2845170.11827648,20501245.586273313
1875.0,967188.24443021,5625694.330422693,2845170.328905805,20501040.53661465
1880.0,967180.0799431392,5625695.493327012,2845170.804946748,20500836.65675857
1885.0,967170.2863550648,5625697.0705253715,2845171.0155760604,20500638.881309565
